Chamber_Temp_C,Moisture_Percent,Motor_Load_A,Target_Heater_PWM,Target_Fan_PWM
64.28,79.35,2.83,17.34,71.5
64.28,79.3,2.78,17.42,70.87
64.27,79.26,2.84,16.68,71.08
64.26,79.22,2.74,17.35,71.06
64.26,79.17,2.8,16.99,71.53
64.2,79.13,2.72,16.3,70.92
64.2,79.09,2.79,16.83,70.08
64.21,79.04,2.82,16.91,70.16
64.21,79.0,2.9,17.45,69.84
64.24,78.96,2.77,16.75,70.59
64.24,78.91,2.75,18.2,70.12
64.23,78.87,2.83,16.9,69.6
64.25,78.83,2.74,17.02,70.15
64.25,78.78,2.77,17.56,69.53
64.26,78.74,2.79,17.85,69.89
64.27,78.7,2.83,17.43,69.84
64.23,78.65,2.84,16.61,70.5
64.24,78.61,2.81,17.59,70.59
64.25,78.57,2.78,17.69,70.39
64.2,78.52,2.75,16.32,71.02
64.19,78.48,2.75,16.74,70.24
64.17,78.44,2.78,16.25,69.48
64.16,78.39,2.82,17.46,69.49
64.13,78.35,2.82,16.81,69.5
64.18,78.31,2.69,17.91,69.26
64.22,78.27,2.78,17.43,69.08
64.26,78.22,2.71,17.68,69.44
64.22,78.18,2.8,16.75,69.75
64.2,78.14,2.8,17.1,69.12
64.2,78.09,2.74,16.12,69.03
64.22,78.05,2.68,17.77,69.68
64.22,78.01,2.79,16.68,68.85
64.21,77.96,2.76,16.91,69.43
64.22,77.92,2.76,16.99,70.23
64.23,77.88,2.73,17.09,68.97
64.24,77.84,2.75,17.38,68.45
64.24,77.79,2.78,17.78,68.93
64.22,77.75,2.72,17.26,68.49
64.2,77.71,2.78,17.31,69.92
64.21,77.66,2.76,16.41,69.31
64.21,77.62,2.76,17.05,69.72
64.19,77.58,2.77,16.86,69.26
64.19,77.53,2.74,17.46,69.5
64.23,77.49,2.73,17.82,68.81
64.27,77.45,2.67,17.24,69.35
64.25,77.41,2.74,16.56,69.08
64.24,77.36,2.79,16.97,68.42
64.23,77.32,2.82,17.33,69.29
64.22,77.28,2.72,17.04,69.09
64.3,77.23,2.78,17.55,69.1
64.32,77.19,2.74,17.42,69.63
64.35,77.15,2.67,17.21,69.53
64.29,77.1,2.66,16.01,69.86
64.27,77.06,2.7,16.27,69.79
64.28,77.02,2.73,16.82,68.8
64.26,76.98,2.73,16.78,69.34
64.3,76.93,2.76,17.51,67.61
64.27,76.89,2.75,16.41,67.81
64.28,76.85,2.67,17.34,69.47
64.28,76.8,2.81,17.03,67.98
64.31,76.76,2.7,17.38,68.23
64.27,76.72,2.77,15.69,68.05
64.34,76.68,2.77,18.05,68.63
64.36,76.63,2.79,17.45,69.25
64.36,76.59,2.75,16.57,67.53
64.35,76.55,2.77,16.48,68.08
64.34,76.5,2.76,17.22,68.09
64.33,76.46,2.77,17.01,69.07
64.35,76.42,2.68,16.99,68.1
64.35,76.38,2.78,16.99,68.59
64.36,76.33,2.82,17.25,68.67
64.39,76.29,2.7,17.67,68.9
64.4,76.25,2.77,16.8,68.87
64.39,76.2,2.77,17.08,69.54
64.41,76.16,2.75,17.26,68.7
64.4,76.12,2.74,16.41,68.7
64.34,76.08,2.72,15.88,67.62
64.35,76.03,2.79,16.59,68.46
64.34,75.99,2.71,17.12,68.67
64.35,75.95,2.7,16.4,68.65
64.3,75.9,2.65,15.86,67.58
64.3,75.86,2.61,16.59,67.9
64.27,75.82,2.73,16.85,67.77
64.26,75.78,2.73,17.13,67.39
64.27,75.73,2.65,16.83,66.68
64.24,75.69,2.67,16.38,67.58
64.27,75.65,2.72,17.39,67.59
64.25,75.61,2.66,16.4,68.08
64.27,75.56,2.8,17.23,67.43
64.2,75.52,2.71,16.23,66.62
64.23,75.48,2.73,17.67,67.22
64.26,75.44,2.66,17.17,67.48
64.3,75.39,2.67,17.08,67.14
64.36,75.35,2.75,17.66,66.58
64.34,75.31,2.66,16.85,67.97
64.39,75.27,2.76,17.83,67.14
64.42,75.22,2.76,17.22,67.87
64.39,75.18,2.72,16.91,67.6
64.4,75.14,2.72,17.36,66.92
64.45,75.1,2.68,17.55,66.91
64.41,75.05,2.73,16.33,67.16
64.37,75.01,2.74,16.66,67.79
64.41,74.97,2.72,17.1,66.5
64.44,74.92,2.69,17.14,67.96
64.46,74.88,2.78,17.05,66.53
64.46,74.84,2.73,16.29,67.92
64.45,74.8,2.77,17.13,66.66
64.45,74.75,2.71,17.12,67.62
64.49,74.71,2.73,17.51,67.28
64.49,74.67,2.72,16.2,67.14
64.44,74.63,2.75,16.19,67.24
64.44,74.58,2.61,16.55,67.04
64.43,74.54,2.66,16.65,67.12
64.38,74.5,2.7,16.37,67.16
64.38,74.46,2.66,16.58,66.56
64.42,74.41,2.65,17.51,66.67
64.4,74.37,2.68,16.34,66.05
64.41,74.33,2.74,16.85,67.08
86.22,35.73,1.28,16.34,66.75
85.18,35.67,1.87,0.56,100.0
84.15,35.61,1.97,0.0,99.56
83.11,35.55,1.95,0.0,100.0
82.1,35.49,1.96,0.0,98.9
81.07,35.44,1.93,0.22,99.68
80.1,35.38,1.86,0.07,99.94
79.1,35.32,1.9,0.89,100.0
78.1,35.27,1.9,0.48,99.82
77.13,35.21,1.85,0.0,100.0
76.14,35.16,1.85,0.0,100.0
75.17,35.1,1.87,0.0,100.0
74.19,35.05,1.8,0.0,100.0
73.23,34.99,1.93,0.23,99.94
72.3,34.94,2.01,0.42,98.9
71.39,34.88,1.9,0.29,100.0
70.74,34.84,1.88,0.4,57.56
70.09,34.8,1.84,0.09,54.27
69.44,34.76,1.87,0.0,51.79
68.98,34.72,1.87,3.28,49.48
68.66,34.68,1.9,6.81,47.86
68.42,34.64,1.96,8.21,46.67
68.25,34.6,1.86,9.5,45.37
68.1,34.56,1.94,10.36,44.37
68.0,34.53,1.84,11.25,43.0
67.89,34.49,1.96,11.28,42.65
67.86,34.45,1.81,12.67,42.94
67.83,34.41,1.86,13.1,42.66
67.81,34.38,1.93,12.59,42.6
67.74,34.34,1.95,12.89,41.73
67.73,34.3,1.81,13.1,41.91
67.73,34.26,1.87,14.36,41.88
67.69,34.22,1.79,13.27,42.18
67.69,34.19,1.82,13.76,41.09
67.68,34.15,1.9,13.6,41.84
67.7,34.11,1.72,14.28,41.07
67.68,34.08,1.9,13.95,41.54
67.69,34.04,1.89,14.5,41.36
67.69,34.0,1.88,13.2,41.26
67.66,33.96,1.92,12.92,40.66
67.66,33.93,1.97,13.23,41.63
67.63,33.89,1.98,14.19,41.63
67.64,33.85,1.95,13.91,40.76
67.71,33.81,1.88,15.29,41.26
67.67,33.78,1.95,13.19,42.22
67.74,33.74,1.99,14.62,41.58
67.69,33.7,1.99,13.48,41.1
67.66,33.66,1.95,13.65,41.84
67.66,33.63,1.85,13.67,40.54
67.69,33.59,1.86,14.36,41.05
67.72,33.55,1.88,13.51,40.89
67.68,33.51,1.96,12.67,41.0
67.76,33.48,1.87,14.44,40.6
67.72,33.44,1.8,14.09,40.75
67.65,33.4,1.82,12.05,42.21
67.68,33.36,1.93,14.34,40.92
67.7,33.33,1.91,13.76,40.48
67.69,33.29,1.82,13.85,42.05
67.71,33.25,1.82,14.09,40.53
67.69,33.22,1.82,13.54,41.88
67.7,33.18,1.89,14.47,40.27
67.7,33.14,1.89,14.25,41.44
67.72,33.1,1.83,13.55,40.49
67.7,33.07,1.91,13.83,40.9
67.72,33.03,1.82,14.09,39.71
67.74,32.99,1.88,14.22,40.04
67.7,32.95,1.94,13.61,41.17
67.72,32.92,1.86,14.09,41.27
67.72,32.88,1.93,13.03,40.37
67.71,32.84,1.84,13.34,39.22
67.72,32.81,1.91,13.61,40.81
67.72,32.77,1.97,13.9,39.65
67.73,32.73,1.88,13.85,40.71
67.68,32.69,1.92,12.42,40.4
67.7,32.66,1.81,13.96,39.45
67.69,32.62,1.92,13.19,39.91
67.71,32.58,1.86,14.1,40.57
67.73,32.55,1.8,14.07,39.09
67.75,32.51,1.77,14.17,40.28
67.77,32.47,1.81,14.0,40.7
67.72,32.43,1.87,13.0,40.54
67.71,32.4,1.87,12.58,39.96
67.66,32.36,1.81,13.8,41.12
67.68,32.32,1.8,13.82,40.32
67.74,32.29,1.79,14.4,39.74
67.75,32.25,1.82,13.52,39.87
67.75,32.21,1.89,13.48,40.39
67.74,32.17,1.84,13.62,39.88
67.74,32.14,1.77,13.71,39.94
67.76,32.1,1.84,13.92,40.06
67.71,32.06,1.88,12.56,39.87
67.68,32.03,1.81,12.7,39.83
67.68,31.99,1.82,13.95,39.33
67.66,31.95,1.79,13.57,39.95
67.67,31.92,1.8,14.94,39.96
67.65,31.88,1.9,14.11,39.65
67.71,31.84,1.86,14.48,39.65
67.74,31.8,1.79,13.94,40.38
67.76,31.77,1.86,13.87,39.34
67.73,31.73,1.81,12.76,39.65
67.73,31.69,1.85,13.81,39.95
67.75,31.66,1.79,14.33,39.75
67.78,31.62,1.83,13.81,39.76
67.75,31.58,1.8,12.4,38.82
67.75,31.55,1.83,13.73,39.55
67.71,31.51,1.81,13.09,39.44
67.72,31.47,1.82,13.58,39.16
67.76,31.43,1.86,14.16,40.07
67.75,31.4,1.88,13.62,39.82
67.78,31.36,1.83,13.79,39.16
67.76,31.32,1.88,13.3,39.16
67.78,31.29,1.89,13.87,39.49
67.79,31.25,1.8,13.24,38.79
67.78,31.21,1.74,12.91,38.45
67.76,31.18,1.79,12.97,39.55
67.74,31.14,1.84,13.38,38.72
67.7,31.1,1.88,13.32,38.91
67.74,31.07,1.78,14.08,39.23
67.8,31.03,1.81,13.4,38.01
67.82,30.99,1.91,13.75,38.54
67.79,30.96,1.71,13.05,38.72
67.77,30.92,1.8,13.22,39.49
67.73,30.88,1.82,13.64,39.26
67.78,30.84,1.91,14.81,38.11
67.8,30.81,1.82,13.85,38.68
67.76,30.77,1.82,12.85,38.91
67.74,30.73,1.9,13.08,38.12
67.75,30.7,1.81,13.62,38.48
67.8,30.66,1.78,14.42,38.67
67.79,30.62,1.79,13.47,38.95
67.77,30.59,1.81,12.96,38.88
67.77,30.55,1.8,13.52,38.62
67.76,30.51,1.84,13.41,39.94
67.78,30.48,1.79,13.69,38.38
67.77,30.44,1.83,13.82,38.42
67.71,30.4,1.79,12.81,38.78
67.65,30.37,1.81,13.0,39.65
67.71,30.33,1.79,14.68,38.46
67.74,30.29,1.82,14.43,38.6
67.76,30.26,1.87,13.39,37.8
67.73,30.22,1.8,12.99,38.21
67.72,30.18,1.76,13.63,38.62
67.72,30.15,1.78,14.31,37.81
67.73,30.11,1.86,13.5,38.81
67.73,30.07,1.79,14.01,38.51
67.73,30.04,1.81,13.1,37.9
67.77,30.0,1.74,14.28,37.38
67.76,29.96,1.83,13.42,38.45
67.75,29.93,1.89,12.98,37.19
67.72,29.89,1.73,13.01,38.6
67.69,29.85,1.73,13.1,37.9
67.68,29.82,1.8,12.98,37.36
67.7,29.78,1.82,13.68,37.81
67.69,29.74,1.78,13.72,38.28
67.69,29.71,1.69,13.77,37.13
67.78,29.67,1.8,14.81,37.3
67.78,29.63,1.83,13.63,37.86
67.77,29.6,1.77,13.65,38.51
67.75,29.56,1.87,12.57,38.35
67.72,29.52,1.84,13.66,37.61
67.68,29.49,1.79,12.79,37.7
67.65,29.45,1.79,13.92,37.8
67.61,29.42,1.68,13.0,37.96
67.65,29.38,1.8,13.92,37.17
67.68,29.34,1.82,14.25,38.21
67.74,29.31,1.72,14.29,37.06
67.77,29.27,1.88,14.03,37.19
67.77,29.23,1.77,13.27,37.95
67.79,29.2,1.76,14.3,38.17
67.75,29.16,1.76,12.81,37.83
67.7,29.12,1.79,13.19,39.04
67.72,29.09,1.77,14.09,38.12
67.72,29.05,1.7,13.92,38.0
67.7,29.01,1.78,13.43,37.32
67.7,28.98,1.82,13.95,38.71
67.72,28.94,1.73,13.94,38.46
67.68,28.9,1.73,12.81,38.04
67.69,28.87,1.76,13.3,37.79
67.69,28.83,1.81,14.13,37.73
67.67,28.79,1.82,13.32,37.77
67.65,28.76,1.75,13.45,37.88
67.6,28.72,1.74,12.31,38.63
67.63,28.68,1.68,13.84,37.15
67.62,28.65,1.78,14.17,38.39
67.69,28.61,1.8,15.37,37.8
67.68,28.57,1.67,13.64,38.43
67.68,28.54,1.76,13.71,37.24
67.72,28.5,1.77,14.51,38.08
67.71,28.46,1.81,13.15,36.79
67.72,28.43,1.76,13.7,37.56
67.77,28.39,1.81,14.52,38.5
67.74,28.36,1.8,12.74,38.41
67.79,28.32,1.76,13.83,38.17
67.81,28.28,1.81,13.7,37.94
67.77,28.24,1.74,13.32,39.07
67.76,28.21,1.83,13.49,38.52
67.75,28.17,1.76,13.1,37.47
67.74,28.14,1.76,13.8,37.97
67.73,28.1,1.74,13.56,37.82
67.79,28.06,1.77,14.03,38.03
67.76,28.02,1.81,12.98,39.5
67.77,27.99,1.7,13.74,38.35
67.76,27.95,1.72,13.57,37.41
67.77,27.92,1.77,13.61,38.22
67.76,27.88,1.81,13.1,37.93
67.71,27.84,1.81,12.87,37.27
67.75,27.81,1.85,14.32,37.39
67.76,27.77,1.71,13.72,38.7
67.75,27.73,1.8,13.33,38.07
67.73,27.7,1.64,13.72,36.52
67.73,27.66,1.71,13.71,38.04
67.71,27.62,1.68,13.94,38.29
67.74,27.59,1.78,13.72,38.75
67.71,27.55,1.71,13.18,38.41
67.65,27.51,1.76,12.68,37.88
67.57,27.48,1.8,12.93,37.7
67.63,27.44,1.7,14.82,37.16
67.59,27.4,1.73,14.23,37.93
67.65,27.37,1.69,14.44,37.27
67.69,27.33,1.73,13.77,36.66
67.7,27.29,1.76,13.63,37.74
67.75,27.26,1.72,15.12,38.03
67.73,27.22,1.78,13.33,37.23
67.75,27.18,1.67,13.3,37.53
67.67,27.15,1.76,12.49,37.41
67.7,27.11,1.71,13.81,37.56
67.7,27.08,1.78,14.22,38.54
67.66,27.04,1.66,13.68,38.26
67.66,27.0,1.73,13.83,37.21
67.67,26.97,1.72,14.4,37.43
67.64,26.93,1.74,13.59,37.22
67.61,26.89,1.71,13.9,38.03
67.67,26.86,1.68,15.24,36.98
67.65,26.82,1.74,13.3,38.46
67.65,26.78,1.79,13.24,37.79
67.69,26.75,1.77,14.41,37.05
67.68,26.71,1.78,12.96,37.2
67.65,26.67,1.77,13.15,38.12
67.67,26.64,1.72,13.75,37.94
67.71,26.6,1.73,13.99,37.36
67.7,26.56,1.77,13.25,37.5
67.67,26.53,1.75,13.15,38.71
67.68,26.49,1.78,13.92,37.7
67.67,26.45,1.74,13.94,38.09
67.64,26.42,1.71,13.57,38.29
67.67,26.38,1.71,13.98,37.39
67.71,26.35,1.69,14.69,37.26
67.71,26.31,1.79,13.95,37.83
67.68,26.27,1.73,13.4,38.14
67.66,26.24,1.82,13.33,37.38
67.67,26.2,1.7,14.09,38.47
67.7,26.16,1.75,14.73,37.91
67.72,26.13,1.78,13.68,36.79
67.74,26.09,1.76,14.63,38.07
67.74,26.05,1.71,13.98,38.78
67.68,26.02,1.76,13.2,38.23
67.7,25.98,1.8,14.2,38.02
67.71,25.94,1.67,14.25,37.49
67.74,25.91,1.78,14.04,37.32
67.71,25.87,1.76,13.13,37.86
67.74,25.83,1.7,14.54,37.0
67.71,25.8,1.7,12.88,37.7
67.67,25.76,1.72,12.98,39.27
67.65,25.72,1.62,13.43,37.81
67.68,25.69,1.73,13.56,38.0
67.7,25.65,1.77,14.49,37.63
67.71,25.61,1.71,14.62,38.46
67.72,25.58,1.75,13.89,37.7
67.72,25.54,1.64,14.19,38.71
67.7,25.5,1.74,13.86,38.82
67.71,25.47,1.66,14.13,37.91
67.66,25.43,1.76,12.58,37.3
67.65,25.39,1.74,14.0,37.37
67.7,25.36,1.63,14.79,38.13
67.7,25.32,1.63,13.65,38.76
67.68,25.28,1.59,13.75,38.0
67.67,25.25,1.69,13.95,37.34
67.66,25.21,1.69,13.89,37.69
67.57,25.18,1.69,13.18,37.78
67.64,25.14,1.76,15.02,36.76
67.53,25.1,1.7,12.51,37.48
67.62,25.07,1.72,14.82,35.88
67.58,25.03,1.64,13.86,38.21
67.56,24.99,1.73,13.37,38.22
67.6,24.96,1.71,14.76,37.54
67.63,24.92,1.71,14.43,37.11
67.62,24.88,1.75,14.28,36.78
67.61,24.85,1.62,14.1,37.79
67.6,24.81,1.76,13.91,37.33
67.63,24.78,1.57,14.48,38.33
67.68,24.74,1.66,14.75,36.77
67.7,24.7,1.69,15.02,38.42
67.7,24.67,1.64,13.91,38.24
67.71,24.63,1.71,13.44,37.8
67.67,24.59,1.74,13.38,38.15
67.74,24.56,1.65,15.22,37.52
67.72,24.52,1.81,13.48,37.99
67.66,24.48,1.71,13.52,38.18
67.64,24.45,1.69,14.59,37.39
67.69,24.41,1.67,14.15,37.93
28.27,80.42,3.82,13.42,37.18
31.81,80.39,2.79,100.0,70.22
35.35,80.36,2.85,100.0,70.97
38.8,80.33,2.82,99.56,69.93
42.26,80.29,2.87,100.0,71.11
45.74,80.26,2.85,100.0,70.89
49.12,80.22,2.78,99.89,70.18
52.51,80.18,2.69,99.88,70.33
54.05,80.14,2.74,52.85,63.12
55.38,80.11,2.88,48.04,62.65
56.5,80.07,2.85,43.77,62.69
57.5,80.03,2.77,40.84,62.67
58.35,79.99,2.82,36.59,62.18
59.12,79.95,2.77,35.02,63.23
59.77,79.91,2.85,32.28,62.34
60.36,79.87,2.83,30.9,62.26
60.89,79.83,2.8,29.43,61.46
61.35,79.79,2.78,27.6,62.4
61.73,79.75,2.83,25.55,62.69
62.07,79.71,2.85,25.22,61.78
62.37,79.67,2.86,23.95,62.55
62.57,79.63,2.73,22.02,63.79
62.83,79.59,2.82,23.09,63.09
62.98,79.55,2.84,21.03,65.56
63.21,79.5,2.74,22.82,66.15
63.35,79.46,2.72,20.47,66.69
63.42,79.42,2.85,19.42,67.97
63.51,79.38,2.78,19.91,67.9
63.62,79.34,2.78,19.96,67.87
63.65,79.29,2.83,18.54,67.73
63.69,79.25,2.82,18.7,68.81
63.75,79.21,2.78,18.78,68.64
63.79,79.17,2.74,18.49,67.83
63.81,79.12,2.89,18.37,68.33
63.84,79.08,2.71,18.75,68.58
63.84,79.04,2.8,17.93,68.32
63.85,78.99,2.72,18.5,69.15
63.86,78.95,2.88,17.87,68.35
63.86,78.91,2.76,17.89,68.78
63.88,78.87,2.77,18.57,68.63
63.91,78.82,2.76,18.53,69.58
63.93,78.78,2.77,18.7,69.51
63.93,78.74,2.7,18.0,69.46
63.97,78.69,2.75,18.42,69.76
63.99,78.65,2.8,17.73,70.1
63.94,78.61,2.86,17.18,68.87
63.91,78.57,2.71,17.43,69.82
63.91,78.52,2.77,18.77,69.08
63.99,78.48,2.73,18.95,68.55
63.93,78.44,2.77,17.22,69.04
63.98,78.39,2.77,18.21,68.36
64.03,78.35,2.71,18.49,69.36
64.0,78.31,2.77,17.02,69.93
64.02,78.27,2.69,17.93,68.74
64.04,78.22,2.76,18.19,69.44
64.04,78.18,2.85,17.89,69.6
63.98,78.14,2.76,17.01,69.39
64.06,78.09,2.82,18.74,68.16
64.06,78.05,2.74,18.11,68.46
64.02,78.01,2.75,17.2,69.45
64.03,77.97,2.73,17.88,68.58
64.05,77.92,2.69,18.43,68.38
64.07,77.88,2.77,18.4,69.38
64.04,77.84,2.79,17.76,68.0
64.01,77.79,2.79,17.78,67.93
64.04,77.75,2.77,18.41,67.68
64.01,77.71,2.67,17.6,69.13
64.0,77.67,2.7,17.87,69.06
64.01,77.62,2.78,18.32,68.41
64.02,77.58,2.7,17.61,68.0
64.02,77.54,2.82,18.75,68.89
64.03,77.5,2.74,18.0,68.95
64.05,77.45,2.71,17.78,67.0
64.05,77.41,2.72,18.34,69.1
64.09,77.37,2.71,18.37,67.99
64.12,77.32,2.8,18.45,68.21
64.08,77.28,2.73,17.9,68.97
64.1,77.24,2.72,17.78,67.86
64.05,77.2,2.69,17.33,68.74
64.06,77.15,2.66,18.11,68.7
64.09,77.11,2.72,18.18,67.72
64.09,77.07,2.65,18.3,67.91
64.07,77.03,2.77,17.39,68.17
64.09,76.98,2.8,18.41,67.98
64.08,76.94,2.63,17.84,67.54
64.07,76.9,2.8,17.29,67.07
64.07,76.86,2.71,17.32,67.37
64.05,76.81,2.7,17.93,68.15
64.05,76.77,2.77,17.59,66.9
64.05,76.73,2.77,17.88,68.33
64.08,76.69,2.74,18.11,67.17
64.1,76.64,2.71,18.25,67.02
64.07,76.6,2.66,17.27,68.42
64.04,76.56,2.68,17.53,68.04
64.02,76.52,2.75,17.8,67.63
63.98,76.47,2.73,17.95,67.36
63.97,76.43,2.71,17.94,67.26
63.96,76.39,2.75,18.35,67.72
64.02,76.35,2.7,18.72,67.27
64.05,76.3,2.7,18.55,66.75
64.01,76.26,2.78,17.6,66.35
63.96,76.22,2.68,17.07,67.12
63.98,76.18,2.78,18.48,66.81
63.96,76.13,2.66,17.91,67.41
63.96,76.09,2.71,18.04,66.68
63.96,76.05,2.63,18.81,66.42
64.01,76.01,2.76,19.16,67.32
63.99,75.96,2.67,18.11,67.37
64.04,75.92,2.72,18.68,65.9
64.05,75.88,2.7,18.28,66.84
64.06,75.84,2.7,17.34,66.72
64.1,75.8,2.71,18.52,67.15
64.09,75.75,2.71,17.4,67.73
64.09,75.71,2.69,18.58,67.14
64.14,75.67,2.71,18.09,67.54
64.13,75.63,2.63,17.88,66.66
64.14,75.58,2.72,17.81,67.49
64.13,75.54,2.59,18.19,68.34
64.09,75.5,2.75,17.78,67.32
64.06,75.46,2.66,17.55,66.76
64.03,75.41,2.72,17.26,66.77
64.04,75.37,2.72,17.93,65.67
64.04,75.33,2.72,18.4,67.02
64.02,75.29,2.57,16.76,66.66
64.02,75.24,2.68,17.76,65.67
64.02,75.2,2.65,17.91,66.56
64.03,75.16,2.67,17.84,65.9
64.01,75.12,2.72,18.11,66.65
64.07,75.08,2.7,18.44,65.69
64.07,75.03,2.74,17.23,65.46
64.1,74.99,2.72,18.58,66.39
64.09,74.95,2.61,17.74,65.97
64.02,74.91,2.67,17.37,66.04
64.03,74.87,2.67,18.4,66.41
64.05,74.82,2.78,17.54,65.48
63.99,74.78,2.69,17.0,65.39
64.01,74.74,2.72,17.79,65.68
63.95,74.7,2.78,17.15,65.52
63.96,74.66,2.7,17.96,64.6
63.99,74.61,2.68,18.48,65.92
64.02,74.57,2.73,18.36,65.69
63.98,74.53,2.76,17.62,65.43
63.97,74.49,2.7,17.81,65.93
64.0,74.45,2.75,18.11,64.85
64.03,74.4,2.62,18.88,65.61
64.08,74.36,2.69,18.48,64.8
64.11,74.32,2.79,18.43,65.71
64.11,74.28,2.63,18.09,65.8
64.1,74.24,2.72,17.55,64.74
64.18,74.19,2.75,18.19,65.25
64.15,74.15,2.7,17.45,66.27
64.15,74.11,2.68,17.36,64.95
64.13,74.07,2.76,17.57,65.5
64.11,74.03,2.75,17.73,65.25
64.1,73.98,2.76,18.14,65.25
64.1,73.94,2.7,17.52,64.85
64.11,73.9,2.72,17.63,63.43
64.11,73.86,2.7,17.22,65.93
64.09,73.82,2.67,17.17,65.23
64.11,73.77,2.64,18.17,64.82
64.1,73.73,2.66,17.44,64.95
64.09,73.69,2.75,18.16,65.7
64.1,73.65,2.69,18.06,64.42
64.09,73.61,2.63,16.86,64.84
64.1,73.57,2.64,17.01,64.87
64.13,73.52,2.59,17.34,64.71
64.13,73.48,2.62,18.01,64.61
64.12,73.44,2.55,17.47,64.36
64.11,73.4,2.83,16.77,64.92
64.09,73.36,2.69,18.13,64.41
64.09,73.31,2.68,16.99,64.16
64.09,73.27,2.68,17.26,63.66
64.13,73.23,2.71,18.49,63.21
64.11,73.19,2.67,17.39,63.81
64.13,73.15,2.64,17.42,64.63
64.16,73.11,2.66,18.22,64.45
64.18,73.06,2.66,17.7,64.87
64.06,73.02,2.63,15.81,64.91
64.03,72.98,2.64,16.62,64.97
64.08,72.94,2.68,18.62,64.22
64.1,72.9,2.65,17.58,63.47
64.07,72.86,2.74,16.82,64.41
64.05,72.81,2.72,17.92,63.41
64.05,72.77,2.72,17.8,63.46
64.08,72.73,2.61,18.07,64.4
64.14,72.69,2.71,18.65,63.72
64.13,72.65,2.69,17.58,63.57
64.16,72.61,2.6,17.87,64.7
64.21,72.56,2.77,18.23,63.62
64.2,72.52,2.76,17.54,63.37
64.17,72.48,2.63,17.29,64.87
64.15,72.44,2.55,17.39,65.0
64.21,72.4,2.57,18.74,64.03
64.19,72.36,2.68,17.5,64.13
64.18,72.31,2.61,16.59,63.5
64.15,72.27,2.68,17.23,63.94
64.15,72.23,2.6,17.62,63.02
64.15,72.19,2.53,17.32,63.77
64.15,72.15,2.69,18.07,63.62
64.15,72.11,2.65,16.51,62.84
64.14,72.07,2.64,17.17,63.67
64.16,72.02,2.63,17.83,63.41
64.17,71.98,2.67,17.12,63.0
64.2,71.94,2.63,18.0,63.57
64.2,71.9,2.66,17.99,63.46
64.2,71.86,2.61,17.33,63.71
64.22,71.82,2.64,17.28,63.42
64.23,71.77,2.66,17.42,63.03
64.21,71.73,2.6,16.88,64.58
64.23,71.69,2.68,17.37,63.29
64.21,71.65,2.67,17.52,64.4
64.21,71.61,2.68,17.65,63.28
64.26,71.57,2.69,17.79,62.66
64.27,71.53,2.66,17.07,63.14
64.29,71.48,2.67,17.55,63.81
64.27,71.44,2.74,16.86,63.28
64.27,71.4,2.61,17.11,63.64
64.3,71.36,2.58,17.58,63.43
64.34,71.32,2.63,18.26,63.33
64.29,71.28,2.65,16.44,64.02
64.25,71.23,2.65,16.74,63.23
64.24,71.19,2.64,17.41,63.08
64.27,71.15,2.65,17.38,63.15
64.3,71.11,2.6,18.14,63.15
64.28,71.07,2.53,17.26,63.09
64.33,71.03,2.62,17.89,62.94
64.33,70.98,2.57,17.34,63.32
64.35,70.94,2.55,17.61,63.06
64.31,70.9,2.64,16.57,63.48
64.3,70.86,2.6,17.19,64.0
64.24,70.82,2.64,16.91,63.61
64.2,70.78,2.64,16.72,63.3
64.22,70.74,2.58,17.42,61.84
64.24,70.69,2.62,17.75,62.07
64.22,70.65,2.59,16.98,63.3
64.27,70.61,2.56,17.5,61.76
64.3,70.57,2.62,17.45,62.71
64.24,70.53,2.6,16.79,61.8
64.3,70.49,2.66,17.96,61.63
64.25,70.45,2.62,16.41,62.14
64.23,70.41,2.62,17.23,62.36
64.23,70.36,2.66,17.73,62.24
64.22,70.32,2.66,17.2,62.54
64.23,70.28,2.58,17.96,62.78
64.24,70.24,2.57,17.75,62.15
64.26,70.2,2.57,17.98,62.72
64.25,70.16,2.56,16.87,62.3
64.23,70.12,2.61,16.64,62.18
64.22,70.08,2.65,17.17,61.48
64.19,70.03,2.52,16.72,62.83
64.19,69.99,2.65,17.69,62.01
64.18,69.95,2.58,17.11,62.08
64.19,69.91,2.62,18.12,62.18
64.21,69.87,2.68,18.38,62.36
64.24,69.83,2.62,17.83,61.19
64.26,69.79,2.66,16.75,62.14
64.27,69.75,2.55,17.3,61.7
64.27,69.71,2.58,16.96,60.84
64.25,69.66,2.6,17.51,61.84
64.21,69.62,2.57,16.89,62.51
64.2,69.58,2.53,16.86,60.94
64.19,69.54,2.48,17.31,61.61
64.23,69.5,2.58,18.1,61.46
64.26,69.46,2.6,17.72,61.91
64.24,69.42,2.56,16.52,61.74
64.22,69.38,2.57,16.89,61.66
64.26,69.33,2.65,18.19,61.61
64.26,69.29,2.62,17.39,61.06
64.24,69.25,2.63,17.54,61.58
64.22,69.21,2.68,17.24,61.56
64.25,69.17,2.63,17.45,60.94
64.28,69.13,2.57,17.58,60.7
64.27,69.09,2.56,17.14,60.2
64.25,69.05,2.59,17.4,60.97
64.25,69.01,2.49,17.13,60.73
64.25,68.97,2.63,17.57,60.95
64.24,68.93,2.74,16.97,61.17
64.29,68.88,2.63,17.52,60.37
64.26,68.84,2.6,17.15,60.88
